feature,target,spearman_rho,p_value,significant
reasoning_composite,mulpor,0.0599,0.08355,False
reasoning_composite,rap-gen,0.0432,0.21247,False
reasoning_composite,recoder,-0.0376,0.27833,False
reasoning_composite,repilot,0.0297,0.39113,False
reasoning_composite,rewardrepair,0.0773,0.02557,True
reasoning_composite,selfapr,0.0403,0.24473,False
reasoning_composite,t5apr,0.0777,0.02484,True
reasoning_composite,tare,0.0257,0.45799,False
reasoning_composite,tenure,0.0241,0.48672,False
reasoning_composite,thinkrepair,0.0771,0.02585,True
reasoning_composite,transfer,0.251,0.0,True
reasoning_composite,num_tools_fixed,0.1429,3e-05,True
reasoning_composite,any_tool_fixed,0.1941,0.0,True
num_causal_markers,alpharepair,-0.0487,0.15974,False
num_causal_markers,arja-e,-0.0066,0.85004,False
num_causal_markers,chatrepair,-0.0341,0.32491,False
num_causal_markers,circle,-0.0767,0.02657,True
num_causal_markers,coconut,-0.0589,0.08885,False
num_causal_markers,codex,-0.0454,0.18957,False
num_causal_markers,cure,-0.0649,0.061,False
num_causal_markers,dear,-0.0652,0.05955,False
num_causal_markers,dlfix,-0.0949,0.00605,True
num_causal_markers,fitrepair,-0.0484,0.16268,False
num_causal_markers,gamma,0.059,0.08833,False
num_causal_markers,iter,-0.0052,0.88038,False
num_causal_markers,knod,-0.0454,0.18954,False
num_causal_markers,liana,-0.0616,0.0752,False
num_causal_markers,mcrepair,-0.0816,0.01836,True
num_causal_markers,mulpor,-0.0419,0.22633,False
num_causal_markers,rap-gen,-0.0447,0.19672,False
num_causal_markers,recoder,-0.0732,0.03452,True
num_causal_markers,repilot,-0.0395,0.25463,False
num_causal_markers,rewardrepair,-0.0447,0.19741,False
num_causal_markers,selfapr,-0.0061,0.85938,False
num_causal_markers,t5apr,-0.0302,0.38391,False
num_causal_markers,tare,-0.0294,0.39691,False
num_causal_markers,tenure,-0.0673,0.05181,False
num_causal_markers,thinkrepair,-0.0327,0.34534,False
num_causal_markers,transfer,0.1203,0.0005,True
num_causal_markers,num_tools_fixed,-0.003,0.93171,False
num_causal_markers,any_tool_fixed,0.034,0.32593,False
actionability,alpharepair,0.0327,0.34554,False
actionability,arja-e,0.1566,1e-05,True
actionability,chatrepair,0.0176,0.61066,False
actionability,circle,0.0552,0.11119,False
actionability,coconut,0.0336,0.33149,False
actionability,codex,0.1024,0.00304,True
actionability,cure,0.0572,0.09876,False
actionability,dear,0.0758,0.02854,True
actionability,dlfix,0.0341,0.32539,False
actionability,fitrepair,0.0483,0.1636,False
actionability,gamma,0.094,0.00655,True
actionability,iter,0.0322,0.35208,False
actionability,knod,0.065,0.06032,False
actionability,liana,-0.0415,0.23047,False
actionability,mcrepair,-0.0223,0.51973,False
actionability,mulpor,0.0846,0.01446,True
actionability,rap-gen,0.0357,0.30338,False
actionability,recoder,0.0119,0.73058,False
actionability,repilot,0.0835,0.01586,True
actionability,rewardrepair,0.1107,0.00136,True
actionability,selfapr,0.0712,0.0397,True
actionability,t5apr,0.1242,0.00032,True
actionability,tare,0.0911,0.00844,True
actionability,tenure,0.0646,0.06198,False
actionability,thinkrepair,0.1198,0.00052,True
actionability,transfer,0.219,0.0,True
actionability,num_tools_fixed,0.1838,0.0,True
actionability,any_tool_fixed,0.2042,0.0,True
clarity,alpharepair,0.0221,0.52354,False
clarity,arja-e,0.1408,4e-05,True
clarity,chatrepair,0.0112,0.74652,False
clarity,circle,0.0345,0.31971,False
clarity,coconut,0.0239,0.4904,False
clarity,codex,0.1061,0.00214,True
clarity,cure,0.0465,0.17934,False
clarity,dear,0.0647,0.06161,False
clarity,dlfix,0.0253,0.46461,False
clarity,fitrepair,0.0351,0.31164,False
clarity,gamma,0.0927,0.00735,True
clarity,iter,0.0285,0.41123,False
clarity,knod,0.0466,0.17836,False
clarity,liana,-0.0482,0.16421,False
clarity,mcrepair,-0.0414,0.2319,False
clarity,mulpor,0.0742,0.03209,True
clarity,rap-gen,0.0224,0.51714,False
clarity,recoder,0.0018,0.95859,False
clarity,repilot,0.0838,0.01541,True
clarity,rewardrepair,0.0931,0.00711,True
clarity,selfapr,0.0473,0.17245,False
clarity,t5apr,0.0979,0.00463,True
clarity,tare,0.0618,0.07406,False
clarity,tenure,0.0454,0.18955,False
clarity,thinkrepair,0.0844,0.01466,True
clarity,transfer,0.1978,0.0,True
clarity,num_tools_fixed,0.15,1e-05,True
clarity,any_tool_fixed,0.1757,0.0,True
expected_observed_alignment,alpharepair,0.034,0.32654,False
expected_observed_alignment,arja-e,0.1138,0.00099,True
expected_observed_alignment,chatrepair,-0.0028,0.93569,False
expected_observed_alignment,circle,0.0158,0.64888,False
expected_observed_alignment,coconut,0.0171,0.62196,False
expected_observed_alignment,codex,0.0856,0.01336,True
expected_observed_alignment,cure,0.0288,0.40625,False
expected_observed_alignment,dear,0.0369,0.28732,False
expected_observed_alignment,dlfix,-0.0096,0.78272,False
expected_observed_alignment,fitrepair,0.0298,0.38943,False
expected_observed_alignment,gamma,0.0743,0.03181,True
expected_observed_alignment,iter,0.0095,0.78382,False
expected_observed_alignment,knod,0.032,0.35551,False
expected_observed_alignment,liana,-0.0492,0.15512,False
expected_observed_alignment,mcrepair,-0.0564,0.10344,False
expected_observed_alignment,mulpor,0.0543,0.11667,False
expected_observed_alignment,rap-gen,0.0163,0.63726,False
expected_observed_alignment,recoder,-0.0051,0.88325,False
expected_observed_alignment,repilot,0.0594,0.08641,False
expected_observed_alignment,rewardrepair,0.0558,0.10742,False
expected_observed_alignment,selfapr,0.0402,0.24609,False
expected_observed_alignment,t5apr,0.0714,0.03925,True
expected_observed_alignment,tare,0.0562,0.10458,False
expected_observed_alignment,tenure,0.0386,0.26471,False
expected_observed_alignment,thinkrepair,0.0801,0.02055,True
expected_observed_alignment,transfer,0.2495,0.0,True
expected_observed_alignment,num_tools_fixed,0.166,0.0,True
expected_observed_alignment,any_tool_fixed,0.2163,0.0,True
technical_completeness,alpharepair,0.012,0.72987,False
technical_completeness,arja-e,0.1154,0.00084,True
technical_completeness,chatrepair,-0.0244,0.48143,False
technical_completeness,circle,0.0287,0.40678,False
technical_completeness,coconut,0.0323,0.35101,False
technical_completeness,codex,0.0764,0.02734,True
technical_completeness,cure,0.0557,0.10806,False
technical_completeness,dear,0.0411,0.23566,False
technical_completeness,dlfix,0.0206,0.55305,False
technical_completeness,fitrepair,0.0117,0.73537,False
technical_completeness,gamma,0.0641,0.06424,False
technical_completeness,iter,0.0066,0.85008,False
technical_completeness,knod,0.0403,0.24443,False
technical_completeness,liana,-0.0498,0.15013,False
technical_completeness,mcrepair,-0.0353,0.30821,False
technical_completeness,mulpor,0.0539,0.11978,False
technical_completeness,rap-gen,0.0203,0.5578,False
technical_completeness,recoder,-0.0032,0.92656,False
technical_completeness,repilot,0.0493,0.15476,False
technical_completeness,rewardrepair,0.0736,0.03351,True
technical_completeness,selfapr,0.0596,0.08501,False
technical_completeness,t5apr,0.0788,0.02277,True
technical_completeness,tare,0.0376,0.27802,False
technical_completeness,tenure,0.0293,0.39721,False
technical_completeness,thinkrepair,0.0746,0.03114,True
technical_completeness,transfer,0.2165,0.0,True
technical_completeness,num_tools_fixed,0.1407,5e-05,True
technical_completeness,any_tool_fixed,0.1817,0.0,True
repair_difficulty,alpharepair,-0.0701,0.04281,True
repair_difficulty,arja-e,-0.2078,0.0,True
repair_difficulty,chatrepair,-0.0667,0.0539,False
repair_difficulty,circle,-0.0563,0.10409,False
repair_difficulty,coconut,-0.067,0.05313,False
repair_difficulty,codex,-0.1224,0.00039,True
repair_difficulty,cure,-0.082,0.01781,True
repair_difficulty,dear,-0.1019,0.0032,True
repair_difficulty,dlfix,-0.0511,0.13977,False
repair_difficulty,fitrepair,-0.0891,0.00998,True
repair_difficulty,gamma,-0.1212,0.00045,True
repair_difficulty,iter,-0.0699,0.04348,True
repair_difficulty,knod,-0.0796,0.02135,True
repair_difficulty,liana,0.0452,0.19154,False
repair_difficulty,mcrepair,0.0036,0.91622,False
repair_difficulty,mulpor,-0.1157,0.00081,True
repair_difficulty,rap-gen,-0.0909,0.00861,True
repair_difficulty,recoder,-0.0302,0.38299,False
repair_difficulty,repilot,-0.1201,0.00051,True
repair_difficulty,rewardrepair,-0.1165,0.00075,True
repair_difficulty,selfapr,-0.0941,0.0065,True
repair_difficulty,t5apr,-0.1287,0.00019,True
repair_difficulty,tare,-0.1093,0.00156,True
repair_difficulty,tenure,-0.1035,0.00275,True
repair_difficulty,thinkrepair,-0.1448,3e-05,True
repair_difficulty,transfer,-0.2138,0.0,True
repair_difficulty,num_tools_fixed,-0.2266,0.0,True
repair_difficulty,any_tool_fixed,-0.2427,0.0,True
semantic_entropy,alpharepair,-0.0481,0.16492,False
semantic_entropy,arja-e,-0.0227,0.51177,False
semantic_entropy,chatrepair,-0.0481,0.16456,False
semantic_entropy,circle,0.0368,0.28785,False
semantic_entropy,coconut,-0.0051,0.88317,False
semantic_entropy,codex,-0.055,0.11252,False
semantic_entropy,cure,0.0181,0.60096,False
semantic_entropy,dear,-0.0285,0.41107,False
semantic_entropy,dlfix,0.0172,0.6206,False
semantic_entropy,fitrepair,-0.0284,0.41263,False
semantic_entropy,gamma,-0.0656,0.05806,False
semantic_entropy,iter,-0.0109,0.75407,False
semantic_entropy,knod,-0.0016,0.96367,False
semantic_entropy,liana,-0.001,0.97689,False
semantic_entropy,mcrepair,0.0224,0.51828,False
semantic_entropy,mulpor,-0.0325,0.34821,False
semantic_entropy,rap-gen,-0.0266,0.44196,False
semantic_entropy,recoder,-0.027,0.4354,False
semantic_entropy,repilot,-0.0271,0.43413,False
semantic_entropy,rewardrepair,-0.029,0.40267,False
semantic_entropy,selfapr,-0.0139,0.68801,False
semantic_entropy,t5apr,-0.0353,0.30782,False
semantic_entropy,tare,-0.0437,0.20674,False
semantic_entropy,tenure,-0.0546,0.11504,False
semantic_entropy,thinkrepair,-0.0435,0.20888,False
semantic_entropy,transfer,0.0104,0.76387,False
semantic_entropy,num_tools_fixed,-0.0249,0.47243,False
semantic_entropy,any_tool_fixed,-0.0034,0.92085,False
semantic_coherence,alpharepair,0.0198,0.56756,False
semantic_coherence,arja-e,-0.0498,0.15082,False
semantic_coherence,chatrepair,0.0218,0.52859,False
semantic_coherence,circle,-0.0407,0.24017,False
semantic_coherence,coconut,-0.0237,0.49411,False
semantic_coherence,codex,-0.0117,0.7356,False
semantic_coherence,cure,0.0075,0.82921,False
semantic_coherence,dear,-0.036,0.29888,False
semantic_coherence,dlfix,-0.0078,0.82115,False
semantic_coherence,fitrepair,0.0252,0.46679,False
semantic_coherence,gamma,-0.0372,0.28256,False
semantic_coherence,iter,-0.044,0.2045,False
semantic_coherence,knod,0.044,0.20362,False
semantic_coherence,liana,0.0171,0.62188,False
semantic_coherence,mcrepair,-0.0141,0.68393,False
semantic_coherence,mulpor,0.0184,0.59537,False
semantic_coherence,rap-gen,0.0246,0.47759,False
semantic_coherence,recoder,0.0088,0.80001,False
semantic_coherence,repilot,-0.025,0.47109,False
semantic_coherence,rewardrepair,-0.0051,0.88329,False
semantic_coherence,selfapr,-0.0137,0.69277,False
semantic_coherence,t5apr,0.0498,0.15056,False
semantic_coherence,tare,0.0315,0.36343,False
semantic_coherence,tenure,-0.0033,0.92305,False
semantic_coherence,thinkrepair,0.0363,0.29445,False
semantic_coherence,transfer,-0.1138,0.00099,True
semantic_coherence,num_tools_fixed,-0.0207,0.55054,False
semantic_coherence,any_tool_fixed,-0.0452,0.19179,False
embedding_pos_neg_ratio,alpharepair,0.0038,0.91158,False
embedding_pos_neg_ratio,arja-e,0.0646,0.06188,False
embedding_pos_neg_ratio,chatrepair,0.022,0.52502,False
embedding_pos_neg_ratio,circle,-0.0155,0.65554,False
embedding_pos_neg_ratio,coconut,0.007,0.83918,False
embedding_pos_neg_ratio,codex,-0.0022,0.95023,False
embedding_pos_neg_ratio,cure,0.0198,0.56776,False
embedding_pos_neg_ratio,dear,0.0121,0.727,False
embedding_pos_neg_ratio,dlfix,-0.0151,0.66386,False
embedding_pos_neg_ratio,fitrepair,-0.0124,0.72094,False
embedding_pos_neg_ratio,gamma,0.0348,0.31473,False
embedding_pos_neg_ratio,iter,0.0237,0.49395,False
embedding_pos_neg_ratio,knod,-0.0227,0.51187,False
embedding_pos_neg_ratio,liana,-0.0466,0.17863,False
embedding_pos_neg_ratio,mcrepair,-0.0438,0.20625,False
embedding_pos_neg_ratio,mulpor,0.0434,0.21,False
embedding_pos_neg_ratio,rap-gen,-0.0397,0.25204,False
embedding_pos_neg_ratio,recoder,0.0074,0.83177,False
embedding_pos_neg_ratio,repilot,0.0053,0.87914,False
embedding_pos_neg_ratio,rewardrepair,0.0386,0.26577,False
embedding_pos_neg_ratio,selfapr,-0.0,0.99968,False
embedding_pos_neg_ratio,t5apr,-0.0016,0.9622,False
embedding_pos_neg_ratio,tare,0.0223,0.5191,False
embedding_pos_neg_ratio,tenure,0.0206,0.55305,False
embedding_pos_neg_ratio,thinkrepair,0.0192,0.57935,False
embedding_pos_neg_ratio,transfer,0.023,0.50679,False
embedding_pos_neg_ratio,num_tools_fixed,0.0238,0.49248,False
embedding_pos_neg_ratio,any_tool_fixed,0.0173,0.61853,False
embedding_cluster_distance,alpharepair,0.036,0.29887,False
embedding_cluster_distance,arja-e,0.0745,0.03135,True
embedding_cluster_distance,chatrepair,0.0132,0.70417,False
embedding_cluster_distance,circle,0.0092,0.79032,False
embedding_cluster_distance,coconut,0.0021,0.95054,False
embedding_cluster_distance,codex,0.0284,0.41277,False
embedding_cluster_distance,cure,0.0217,0.53133,False
embedding_cluster_distance,dear,-0.0109,0.75257,False
embedding_cluster_distance,dlfix,-0.0198,0.56851,False
embedding_cluster_distance,fitrepair,0.0166,0.63171,False
embedding_cluster_distance,gamma,0.0347,0.31659,False
embedding_cluster_distance,iter,0.0533,0.12353,False
embedding_cluster_distance,knod,0.0036,0.91734,False
embedding_cluster_distance,liana,-0.0508,0.14222,False
embedding_cluster_distance,mcrepair,-0.0282,0.41623,False
embedding_cluster_distance,mulpor,-0.0201,0.56129,False
embedding_cluster_distance,rap-gen,-0.0037,0.91493,False
embedding_cluster_distance,recoder,-0.0664,0.05526,False
embedding_cluster_distance,repilot,0.0506,0.14424,False
embedding_cluster_distance,rewardrepair,0.0394,0.25604,False
embedding_cluster_distance,selfapr,0.026,0.4523,False
embedding_cluster_distance,t5apr,0.0173,0.61711,False
embedding_cluster_distance,tare,0.0335,0.33337,False
embedding_cluster_distance,tenure,-0.0445,0.19844,False
embedding_cluster_distance,thinkrepair,0.0337,0.33088,False
embedding_cluster_distance,transfer,0.2009,0.0,True
embedding_cluster_distance,num_tools_fixed,0.0908,0.00867,True
embedding_cluster_distance,any_tool_fixed,0.1346,0.0001,True
embedding_cluster_size,alpharepair,0.0093,0.78884,False
embedding_cluster_size,arja-e,-0.06,0.08296,False
embedding_cluster_size,chatrepair,0.0179,0.60552,False
embedding_cluster_size,circle,0.0418,0.22731,False
embedding_cluster_size,coconut,-0.0211,0.54202,False
embedding_cluster_size,codex,-0.0397,0.25215,False
embedding_cluster_size,cure,-0.0209,0.54587,False
embedding_cluster_size,dear,-0.0351,0.31077,False
embedding_cluster_size,dlfix,0.0223,0.51902,False
embedding_cluster_size,fitrepair,-0.0053,0.87805,False
embedding_cluster_size,gamma,-0.083,0.0164,True
embedding_cluster_size,iter,0.0167,0.62945,False
embedding_cluster_size,knod,0.012,0.73006,False
embedding_cluster_size,liana,0.0535,0.12249,False
embedding_cluster_size,mcrepair,0.0545,0.11556,False
embedding_cluster_size,mulpor,-0.0543,0.11687,False
embedding_cluster_size,rap-gen,0.0069,0.84231,False
embedding_cluster_size,recoder,0.0006,0.9869,False
embedding_cluster_size,repilot,-0.014,0.6868,False
embedding_cluster_size,rewardrepair,-0.0424,0.22115,False
embedding_cluster_size,selfapr,-0.03,0.38704,False
embedding_cluster_size,t5apr,-0.0506,0.1437,False
embedding_cluster_size,tare,-0.019,0.58429,False
embedding_cluster_size,tenure,-0.0449,0.19504,False
embedding_cluster_size,thinkrepair,-0.0623,0.07214,False
embedding_cluster_size,transfer,-0.0694,0.0451,True
embedding_cluster_size,num_tools_fixed,-0.0726,0.03586,True
embedding_cluster_size,any_tool_fixed,-0.0974,0.00485,True
