project,bug_id,id,mrr_BRaIn,mrr_FlexFL,mrr_boostnsift,mrr_buglocator,mrr_locus,rank_BRaIn,rank_FlexFL,rank_boostnsift,rank_buglocator,rank_locus,top@1_BRaIn,top@1_FlexFL,top@1_boostnsift,top@1_buglocator,top@1_locus,top@5_BRaIn,top@5_FlexFL,top@5_boostnsift,top@5_buglocator,top@5_locus,description_length,num_causal_markers,semantic_entropy,semantic_coherence,embedding_pos_neg_ratio,embedding_cluster_distance,embedding_cluster_size,stacktrace_depth,exception_user_frames,num_exception_types,num_temporal_markers,num_env_mentions,num_versions,num_OB,num_EB,flesch,fog,lix,kincaid,ari,smog,percent_agreement,cohens_kappa,actionability,clarity,specificity,reproducibility,reasoning_quality,technical_context,ambiguity,repair_readiness,impact_scope,z_actionability,z_clarity,z_specificity,z_reproducibility,z_reasoning_quality,z_technical_context,z_ambiguity,z_repair_readiness,z_root_cause_evidence,z_hidden_reproducibility,z_impact_scope,technical_completeness,quality_composite,quality_std,specificity_repro_gap,spec_reasoning_product,causal_consistency,technical_consistency,num_buggy_files,buggy_vocab_size,report_vocab_size,code_vocab_overlap_count,code_vocab_overlap_ratio,report_code_specificity_ratio,code_vocab_jaccard,jira_num_attachments,project_num_java_files,project_java_bytes,txt_title_word_count,txt_title_avg_sentence_len,txt_title_digit_density,txt_description_line_count,txt_description_avg_sentence_len,txt_description_uniq_word_ratio,has_stacktrace,has_code,has_patch,has_enumeration,has_OB,has_EB,has_S2R,missing_OB,missing_EB,missing_S2R,fg_cat_Dependency,fg_cat_Exception handling,fg_cat_Missing case,fg_cat_Null pointer dereference,fg_cat_Other (Logic),fg_cat_Processing,fg_cat___missing__,fg_cat___other__,cat_Functional Issue,cat___other__,hidden_s2r_present,jira_priority,jira_component,jira_has_patch_attachment,jira_has_test_attachment,jira_attachment_extensions
JxPath,14,JxPath-14,0.5,1.0,0.5,0.3333333333333333,0.125,2.0,1.0,2.0,3.0,8.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.2337367635034098,-0.7576758641159647,-0.7691800113567039,-0.3235761202319996,1.1096681845252594,0.2117587553171851,-0.3447299154714549,-0.2020454871191189,-0.2073567129463963,-0.5251530779927517,-0.4635308650875505,-0.2192296649910203,-0.0494572680454745,-0.9212604132172866,-0.673136533919824,-21.66,7.77,59.66,18.4,30.8,11.5,0.875,0.7446808510638298,5,5,4,4,1,3,1,4,2,1.2110601416389966,1.2110601416389966,0.6055300708194983,0.6055300708194983,-1.2110601416389966,0.0,0.6055300708194983,0.6055300708194983,-1.816590212458495,-1.2110601416389966,-0.6055300708194983,0.3,0.65,0.3,0,4,0.9244359537461614,0.9,1.0,162.0,63.0,14.0,0.0864197530864197,0.2222222222222222,0.0663507109004739,2,212.0,1205418.0,1.4678985692482571,2.069863226271547,0.4312458687446945,0.3320498088063237,0.2860013725995055,-1.5602326405605926,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,True,Major,,True,True,txt
Mockito,17,Mockito-17,0.0,0.0,0.0666666666666666,0.002016129032258,0.0012195121951219,0.0,0.0,15.0,496.0,820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0231586669890729,-0.7576758641159647,-2.430552480033038,4.163331944642799,0.9303979192957068,-4.097795444638771,-1.8864930556945376,-0.2020454871191189,-0.2073567129463963,-0.5251530779927517,-0.4635308650875505,-0.2192296649910203,-0.3124943305803233,1.398305621706172,-0.673136533919824,-17.271052631578925,18.126315789473683,50.578947368421055,20.388421052631585,25.279000000000003,15.903189008614271,0.9791666666666666,0.8974358974358972,0,0,0,0,1,0,4,0,0,-0.4714045207910317,-0.4714045207910317,-0.4714045207910317,-0.4714045207910317,2.1213203435596424,-0.4714045207910317,2.1213203435596424,-0.4714045207910317,-0.4714045207910317,-0.4714045207910317,-0.4714045207910317,0.0,0.05,0.1,0,0,0.5201672987207322,1.0,2.0,77.0,13.0,5.0,0.0649350649350649,0.3846153846153846,0.0588235294117647,0,596.0,2415837.0,-0.9719897109326224,-0.9161655392844344,-0.6450552541976357,-0.6028194775205034,-0.9942554810346128,1.4462904983191245,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,Medium,,False,False,
Cli,5,Cli-5,0.0,1.0,0.125,0.1111111111111111,0.3333333333333333,0.0,1.0,8.0,9.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0186647495850326,0.1491459417180017,-0.1622592928011314,-0.8913841095428546,1.474022885748566,-0.0644862409945255,0.1845320580379615,0.3783718812677994,-0.2073567129463963,0.6929103112404362,-0.4635308650875505,-0.2192296649910203,0.0820612632219498,-0.4995211341402941,0.2959479588785432,19.43,10.1,44.94,12.9,21.5,10.9,0.8125,0.5344827586206895,5,5,4,4,3,3,1,4,3,1.164964745021435,1.164964745021435,0.4905114715879725,0.4905114715879725,-0.1839418018454899,-0.1839418018454899,0.4905114715879725,0.4905114715879725,-2.207301622145877,-1.5328483487124147,-0.1839418018454899,0.3,0.75,0.1,0,12,0.9444853760727514,0.9,1.0,80.0,73.0,12.0,0.15,0.1643835616438356,0.0851063829787234,1,43.0,269597.0,1.1193431006509886,0.2569171900411298,0.3868623172831552,0.380614447057068,-0.6345138857985796,-0.3000972569676408,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,Minor,CLI-1.x,True,False,patch
Codec,14,Codec-14,0.1666666666666666,0.0,0.0294117647058823,0.1428571428571428,0.0666666666666666,6.0,0.0,34.0,7.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4655771039306775,0.4514198769959905,0.6339509027465492,-0.143420430218321,-0.6011343465993985,1.2305359230396309,0.1845320580379615,-0.2020454871191189,-0.2073567129463963,-0.5251530779927517,0.4023489388231981,-0.2192296649910203,0.6081353882916473,-0.4995211341402941,-0.673136533919824,48.91,9.29,50.19,9.9,14.4,11.2,0.8333333333333334,0.5328467153284672,1,1,0,0,1,0,4,0,1,1.095445115010332,1.095445115010332,-0.9128709291752768,-0.9128709291752768,1.095445115010332,-0.9128709291752768,1.095445115010332,-0.9128709291752768,-0.9128709291752768,-0.9128709291752768,1.095445115010332,0.0,0.05,0.1,0,0,0.8926624603309431,1.0,6.0,528.0,99.0,18.0,0.034090909090909,0.1818181818181818,0.0295566502463054,4,110.0,1201738.0,0.7707876320537201,1.2167121503984095,0.6061448012228232,0.4170379257451262,0.7668324590424389,-0.6680216577657141,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,Minor,,True,False,"diff,patch"
Jsoup,16,Jsoup-16,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5886402931065207,-0.4554019288379759,-2.430552480032968,-0.0003290101242254,-1.237791208928377,-0.2118818668207761,-0.989048839743788,-0.2020454871191189,-0.2073567129463963,-0.5251530779927517,-0.4635308650875505,-0.2192296649910203,-0.3124943305803233,-0.4995211341402941,-0.673136533919824,11.92,16.21,62.59,15.8,26.0,14.6,0.8541666666666666,0.0,1,1,0,0,1,0,4,0,0,1.3228756555322954,1.3228756555322954,-0.7559289460184545,-0.7559289460184545,1.3228756555322954,-0.7559289460184545,1.3228756555322954,-0.7559289460184545,-0.7559289460184545,-0.7559289460184545,-0.7559289460184545,0.0,0.05,0.1,0,0,0.7036204026049548,1.0,1.0,33.0,39.0,7.0,0.2121212121212121,0.1794871794871795,0.1076923076923077,0,68.0,634601.0,-0.7977119766339881,-0.70287777031615,-0.6450552541976357,-0.5906783179578173,1.1536134552275858,-0.1580833076366292,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,,,False,False,
Math,99,Math-99,0.5,1.0,1.0,0.5,0.5,2.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-0.0987135359772003,-0.7576758641159647,0.1137652574129234,-0.5340365084520827,0.2319908443389094,0.0687964321497142,-0.5748438169972881,-0.2020454871191189,-0.2073567129463963,-0.5251530779927517,-0.4635308650875505,-0.2192296649910203,-0.3124943305803233,-0.4995211341402941,2.2341169444752773,22.41,12.22,57.86,13.9,22.3,13.0,0.8333333333333334,0.6613756613756615,4,5,3,4,1,2,1,4,1,0.8464989719746506,1.467264884756061,0.2257330591932402,0.8464989719746506,-1.0157987663695809,-0.3950328535881702,0.8464989719746506,0.8464989719746506,-1.636564679150991,-1.0157987663695809,-1.0157987663695809,0.2,0.6,0.282842712474619,-1,3,0.956979516291064,0.9,1.0,347.0,60.0,13.0,0.0374639769452449,0.2166666666666666,0.032994923857868,1,635.0,4721792.0,1.99073177214416,-0.169658347895439,0.4488901494486672,0.3320498088063237,0.6351623326815379,-0.0643212020937605,True,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,Minor,,True,False,txt
Csv,9,Csv-9,0.5,0.5,1.0,1.0,0.5,2.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0135613458649355,-0.4554019288379759,0.4014249858202107,-0.8585093789842458,-0.2730111944760022,0.5978504833232178,-0.5748438169972881,-0.2020454871191189,-0.2073567129463963,-0.5251530779927517,-0.4635308650875505,-0.2192296649910203,-0.0494572680454745,-0.4995211341402941,0.2959479588785432,47.49,11.73,57.89,10.4,17.9,11.5,0.875,0.7512953367875647,4,5,1,3,1,2,3,3,1,1.3008872711759818,1.9513309067639728,-0.6504436355879909,0.6504436355879909,-0.6504436355879909,0.0,0.0,0.6504436355879909,-1.3008872711759818,-1.3008872711759818,-0.6504436355879909,0.2,0.4,0.2309401076758502,-2,1,0.9674930488749977,0.6,1.0,133.0,69.0,10.0,0.075187969924812,0.144927536231884,0.0520833333333333,1,25.0,241698.0,1.1193431006509886,-0.2052063093901531,0.6548928553301138,0.7327080743749639,1.3758067934616065,0.4611486876445386,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,Major,Parser,True,False,patch
Closure,152,Closure-152,0.1428571428571428,1.0,0.0204081632653061,0.0416666666666666,0.0666666666666666,7.0,1.0,49.0,24.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0231586669890729,-0.7576758641159647,0.6329982138468192,0.7438561800044424,1.1096681845252594,-0.9013913830169598,1.5882268573455445,-0.2020454871191189,-0.2073567129463963,1.910973700473624,0.4023489388231981,-0.2192296649910203,-0.3124943305803233,-0.0777818550633016,-0.673136533919824,-203.11,8.29,58.64,42.5,95.3,10.0,0.8125,0.6043956043956045,5,5,5,4,2,3,3,3,3,1.2088531618235645,1.2088531618235645,1.2088531618235645,0.630705997473164,-0.5255883312276368,0.0525588331227636,-0.5255883312276368,0.0525588331227636,-1.6818826599284376,-1.6818826599284376,0.0525588331227636,0.3,0.7000000000000001,0.2581988897471611,1,10,0.961318744518612,0.9,1.0,389.0,111.0,30.0,0.0771208226221079,0.2702702702702703,0.0638297872340425,0,544.0,6965793.0,-0.7977119766339881,-0.70287777031615,-0.6450552541976357,-0.6028194775205034,-0.9942554810346128,1.4462904983191245,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,Medium,,False,False,
Closure,15,Closure-15,0.0,0.0,0.0106382978723404,0.0021052631578947,0.0027548209366391,0.0,0.0,94.0,475.0,363.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0231586669890729,-0.4554019288379759,-0.5903333097044172,-0.2554746338551892,0.0619124374841446,-0.0440167559430229,1.5882268573455445,-0.2020454871191189,-0.2073567129463963,-0.5251530779927517,0.4023489388231981,-0.2192296649910203,-0.3124943305803233,-0.9212604132172866,-0.673136533919824,-34.18,9.6,62.81,21.1,65.2,13.9,0.8541666666666666,0.6,5,4,5,5,5,5,0,4,3,0.7332355751067665,-0.0733235575106765,0.7332355751067665,0.7332355751067665,0.7332355751067665,0.7332355751067665,0.7332355751067665,-0.0733235575106765,-0.8798826901281197,-2.493000955363006,-0.8798826901281197,1.0,0.95,0.0999999999999999,0,25,0.801893749342543,0.0,1.0,311.0,72.0,16.0,0.0514469453376205,0.2222222222222222,0.0435967302452316,0,981.0,12674513.0,-0.7977119766339881,-0.70287777031615,-0.6450552541976357,-0.6028194775205034,-0.9942554810346128,1.4462904983191245,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,True,Medium,,False,False,
Cli,13,Cli-13,0.5,0.3333333333333333,0.25,0.25,0.0,2.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.3124749923277649,-0.7576758641159647,0.6318481836673798,-0.4835714263639357,-0.7627101412056181,0.9469022833457902,0.1845320580379615,-0.2020454871191189,-0.2073567129463963,-0.5251530779927517,1.2682287427339467,-0.2192296649910203,-0.1809757993128989,0.1330877844751946,-0.673136533919824,42.61,12.24,55.26,12.3,18.2,12.7,0.7291666666666666,0.4782608695652173,4,4,1,1,3,2,3,4,3,1.1844461242957498,1.1844461242957498,-1.1147728228665883,-1.1147728228665883,0.4180398085749705,-0.3483665071458088,-0.3483665071458088,1.1844461242957498,0.4180398085749705,-1.8811791385873675,0.4180398085749705,0.7,0.45,0.3,0,3,0.8040473878848441,0.6,3.0,226.0,89.0,26.0,0.1150442477876106,0.2921348314606741,0.0899653979238754,2,97.0,636838.0,0.5965098977550859,-0.0630144634112968,0.3082400261227139,0.556661260716016,0.7092267787595447,-0.4397288660489246,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,Major,CLI-2.x,True,True,"java,patch"
