feature,pearson_r,pearson_p,spearman_rho,spearman_p,pearson_p_corrected,pearson_p_significant,spearman_p_corrected,spearman_p_significant,abs_pearson,abs_spearman
flesch_reading_ease,0.11786135533191902,0.0006435486932623063,0.1396797924965781,5.120400670376083e-05,0.027029045117016863,True,0.0022017722882617156,True,0.11786135533191902,0.1396797924965781
modal_density,0.11958268233543841,0.0005346626734358885,0.126753676002958,0.00024060859009198549,0.022990494957743208,True,0.01010556078386339,True,0.11958268233543841,0.126753676002958
summary_chars,0.11447895802768904,0.0009198103755896269,0.12511386823078452,0.00028989119470660725,0.0377122253991747,True,0.011885538982970897,True,0.11447895802768904,0.12511386823078452
num_modal_verbs,0.061152317384873665,0.07738147017749833,0.12471495726275311,0.0003032318683414248,1.0,False,0.012129274733656992,True,0.061152317384873665,0.12471495726275311
num_exception_types,0.05663146772399836,0.10198518656907678,0.10363885571846408,0.0027142112119342607,1.0,False,0.10585423726543616,False,0.05663146772399836,0.10363885571846408
redundancy,0.10995252546237627,0.0014620043137522946,0.09835533636477232,0.0044445686541088325,0.05848017255009178,False,0.16889360885613564,False,0.10995252546237627,0.09835533636477232
temporal_density,0.08759143172012876,0.011336525646501427,0.09562268553009404,0.005686212919555279,0.44212450021355565,False,0.2103898780235453,False,0.08759143172012876,0.09562268553009404
num_temporal_markers,0.08727724331452959,0.011634746370025685,0.09203933876833134,0.007784675945630854,0.44212450021355565,False,0.2802483340427107,False,0.08727724331452959,0.09203933876833134
clarity_score,-0.07758733569347666,0.02496047396583839,-0.08640228039183888,0.01250217107598826,0.898577062770182,False,0.4375759876595891,False,0.07758733569347666,0.08640228039183888
causal_density,0.0820908279339447,0.017664406739722596,0.08373185113396302,0.015513133541590623,0.6535830493697361,False,0.5274465404140812,False,0.0820908279339447,0.08373185113396302
num_causal_markers,0.03401165425907598,0.3262846535003758,0.0822125480773452,0.01749632018644984,1.0,False,0.5773785661528448,False,0.03401165425907598,0.0822125480773452
info_richness,0.07705964681430555,0.025966006317044765,0.08132437226505651,0.018755638094487184,0.9088102210965667,False,0.6001804190235899,False,0.07705964681430555,0.08132437226505651
n_tokens,0.05130514653283674,0.13853009919482395,0.08082092833835411,0.0195040360347519,1.0,False,0.6046251170773089,False,0.05130514653283674,0.08082092833835411
has_stacktrace,0.0739526951668086,0.03262327177775726,0.07395269516680855,0.03262327177775706,1.0,False,0.9786981533327119,False,0.0739526951668086,0.07395269516680855
num_steps_y,0.024837345572918192,0.4735317896183806,0.06566289683387456,0.057877595266410745,1.0,False,1.0,False,0.024837345572918192,0.06566289683387456
gunning_fog,-0.005652581428464459,0.8704431013374483,-0.06486106234455065,0.06101119683369002,1.0,False,1.0,False,0.005652581428464459,0.06486106234455065
num_caused_by,0.06350173667190454,0.06664331746601516,0.06363877929929485,0.06605679696308965,1.0,False,1.0,False,0.06350173667190454,0.06363877929929485
num_os_mentions,0.06421919331534376,0.06361960373260254,0.06215646329137419,0.07263118891528852,1.0,False,1.0,False,0.06421919331534376,0.06215646329137419
has_os_info,0.062138577460563296,0.07271366723792502,0.062138577460563296,0.072713667237925,1.0,False,1.0,False,0.062138577460563296,0.062138577460563296
num_browser_mentions,0.07182030585080287,0.037994234551126674,0.061255678763712136,0.07688112340081543,1.0,False,1.0,False,0.07182030585080287,0.061255678763712136
structural_completeness,0.04065626108352646,0.24057791143275956,0.05972619446438639,0.08455909550502895,1.0,False,1.0,False,0.04065626108352646,0.05972619446438639
n_words,0.017322654317930418,0.6171811141788158,0.059402469033853475,0.0862610804114062,1.0,False,1.0,False,0.017322654317930418,0.059402469033853475
