feature,pearson_r,pearson_p,spearman_rho,spearman_p,pearson_p_corrected,pearson_p_significant,spearman_p_corrected,spearman_p_significant,abs_pearson,abs_spearman
summary_chars,0.1756194661129025,3.274809247995698e-07,0.18178175940543762,1.2292603233973717e-07,1.4081679766381501e-05,True,5.285819390608698e-06,True,0.1756194661129025,0.18178175940543762
flesch_reading_ease,0.13400827541409926,0.00010271677594000163,0.1711751668577146,6.501264814113199e-07,0.004211387813540067,True,2.7305312219275434e-05,True,0.13400827541409926,0.1711751668577146
modal_density,0.13652333010495665,7.56866849658667e-05,0.15565496051699196,6.2222302785590945e-06,0.003178840768566401,True,0.00025511144142092285,True,0.13652333010495665,0.15565496051699196
num_modal_verbs,0.07294685492030395,0.03506995953307007,0.14948624419112283,1.4409127725453888e-05,0.9664160539982443,False,0.0005763651090181555,True,0.07294685492030395,0.14948624419112283
info_richness,0.12540368832483428,0.0002805452451483199,0.12375580272032252,0.00033769376791299916,0.011221809805932795,True,0.013170056948606967,True,0.12540368832483428,0.12375580272032252
num_causal_markers,0.06560597388168954,0.058095560160479134,0.12300861070771142,0.00036703851359743246,1.0,False,0.013947463516702435,True,0.06560597388168954,0.12300861070771142
n_tokens,0.07482705282951693,0.030616446361198344,0.12175102668494159,0.00042185984561663543,0.887876944474752,False,0.015608814287815511,True,0.07482705282951693,0.12175102668494159
causal_density,0.11085325197712365,0.0013349866588268286,0.11859246757476376,0.0005950018479400154,0.05206447969424632,False,0.021420066525840553,True,0.11085325197712365,0.11859246757476376
temporal_density,0.09472517780227958,0.006157492652429729,0.1050698631195373,0.0023657247612251285,0.2155122428350405,False,0.0828003666428795,False,0.09472517780227958,0.1050698631195373
num_exception_types,0.061787454241568784,0.07434838356877477,0.10431450212982878,0.0025442223644996484,1.0,False,0.08650356039298805,False,0.061787454241568784,0.10431450212982878
num_temporal_markers,0.10325430530292434,0.0028155260871353055,0.10271536046597576,0.0029633234412979794,0.10417446522400631,False,0.09778967356283332,False,0.10325430530292434,0.10271536046597576
description_chars,0.0556807156440533,0.10787734267641305,0.10134871804261533,0.0033703142582912574,1.0,False,0.10785005626532024,False,0.0556807156440533,0.10134871804261533
n_words,0.03952447089585693,0.25393298597095104,0.09928692365824349,0.004080996726916414,1.0,False,0.12651089853440883,False,0.03952447089585693,0.09928692365824349
context_richness,0.10938138319915967,0.0015482087909816776,0.09873705554465978,0.004292191449572467,0.05883193405730375,False,0.128765743487174,False,0.10938138319915967,0.09873705554465978
n_sentences,0.01487234658182823,0.6678237310096442,0.09523391516531066,0.005886217317012205,1.0,False,0.17070030219335394,False,0.01487234658182823,0.09523391516531066
num_os_mentions,0.08932769021906084,0.009807507039808155,0.08666887961300328,0.012232003182389482,0.33345523935347726,False,0.3424960891069055,False,0.08932769021906084,0.08666887961300328
has_os_info,0.08653513297733902,0.012366887822308093,0.086535132977339,0.01236688782230799,0.4081072981361671,False,0.3424960891069055,False,0.08653513297733902,0.086535132977339
num_steps_y,0.02855722637366009,0.4098645709916274,0.08612212807350096,0.012791743986584152,1.0,False,0.3424960891069055,False,0.02855722637366009,0.08612212807350096
num_caused_by,0.08287763389337383,0.016602382973507128,0.0846217691632662,0.01444562020031343,0.5312762551522281,False,0.36114050500783573,False,0.08287763389337383,0.0846217691632662
structural_completeness,0.061792894621548716,0.0743228281742745,0.08204741296520932,0.017724700515155595,1.0,False,0.4253928123637343,False,0.061792894621548716,0.08204741296520932
redundancy,0.09853642799792289,0.004371679490207045,0.08190172247927648,0.017928350036972608,0.15738046164745362,False,0.4253928123637343,False,0.09853642799792289,0.08190172247927648
num_versions,-0.007964849284664751,0.8182362522750849,0.0791535479474541,0.022171710724682988,1.0,False,0.48777763594302576,False,0.007964849284664751,0.0791535479474541
has_stacktrace,0.07897139439932388,0.022481499420755068,0.07897139439932391,0.022481499420754975,0.6969264820434071,False,0.48777763594302576,False,0.07897139439932388,0.07897139439932391
clarity_score,-0.0670397006949523,0.05280886284660288,-0.077335893620436,0.025435329975721087,1.0,False,0.5087065995144218,False,0.0670397006949523,0.077335893620436
has_version_info,0.0770573411188249,0.02597047551758669,0.07705734111882487,0.025970475517586564,0.7791142655276007,False,0.5087065995144218,False,0.0770573411188249,0.07705734111882487
has_enumeration,0.06720449600898548,0.05222776528557348,0.06720449600898547,0.05222776528557363,1.0,False,0.9400997751403253,False,0.06720449600898548,0.06720449600898547
