feature,pearson_r,pearson_p,spearman_rho,spearman_p,pearson_p_corrected,pearson_p_significant,spearman_p_corrected,spearman_p_significant,abs_pearson,abs_spearman
summary_chars,0.27080172466348873,1.683071879403296e-15,0.2819354092202789,1.0089298818501971e-16,7.237209081434173e-14,True,4.338398491955847e-15,True,0.27080172466348873,0.2819354092202789
flesch_reading_ease,0.19341851014311207,1.760722870111628e-08,0.2687487059484469,2.7886868070573727e-15,6.514674619413024e-07,True,1.1712484589640965e-13,True,0.19341851014311207,0.2687487059484469
has_version_info,0.2485033996069474,3.2248447777924034e-13,0.24850339960694742,3.224844777792342e-13,1.3544348066728095e-11,True,1.3221863588948601e-11,True,0.2485033996069474,0.24850339960694742
causal_density,0.16983159024454797,7.971479253593332e-07,0.23086670995471414,1.451762010564331e-11,2.8697325312935996e-05,True,5.807048042257324e-10,True,0.16983159024454797,0.23086670995471414
num_causal_markers,0.0865983441392458,0.012302975783374713,0.22729223473503263,3.027110638074417e-11,0.3075743945843678,False,1.1805731488490226e-09,True,0.0865983441392458,0.22729223473503263
num_versions,0.058120923863270814,0.09327166235497836,0.21503453926728713,3.4297140061432335e-10,1.0,False,1.3032913223344288e-08,True,0.058120923863270814,0.21503453926728713
context_richness,0.19454653292636037,1.448938988794966e-08,0.21067292485700717,7.862080286709032e-10,5.505968157420871e-07,True,2.9089697060823418e-08,True,0.19454653292636037,0.21067292485700717
n_sentences,0.009286815457116845,0.7887308817170988,0.2103801969337172,8.306935809141804e-10,1.0,False,2.9904968912910496e-08,True,0.009286815457116845,0.2103801969337172
info_richness,0.22905836284718709,2.108686827701575e-11,0.20408537734518067,2.6612453774899417e-09,8.645615993576457e-10,True,9.314358821214796e-08,True,0.22905836284718709,0.20408537734518067
n_words,0.08206031221813567,0.017706767539322783,0.20377528705594464,2.8156673218965722e-09,0.4249624209437468,False,9.573268894448346e-08,True,0.08206031221813567,0.20377528705594464
description_chars,0.08835070262987847,0.010643636152763532,0.20213305535157614,3.790279089598193e-09,0.2797099720319969,False,1.2507920995674036e-07,True,0.08835070262987847,0.20213305535157614
n_tokens,0.09345103809757804,0.0068868717479703325,0.2021177242045304,3.800766819414763e-09,0.1928324089431693,False,1.2507920995674036e-07,True,0.09345103809757804,0.2021177242045304
modal_density,0.046889625992452603,0.17584657647387042,0.14546276703603503,2.4483294889863995e-05,1.0,False,0.0007589821415857838,True,0.046889625992452603,0.14546276703603503
gunning_fog,0.20376381988240577,2.8215417520301753e-09,0.14480609703113148,2.6661014083710534e-05,1.1004012832917684e-07,True,0.000799830422511316,True,0.20376381988240577,0.14480609703113148
structural_completeness,0.13587682617204155,8.190884298738262e-05,0.14221541886859362,3.718105973617395e-05,0.0028668095045583917,True,0.0010782507323490445,True,0.13587682617204155,0.14221541886859362
smog_index,0.2283477811812054,2.4397306264033092e-11,0.14008570601877526,4.866468783631987e-05,9.758922505613236e-10,True,0.0013626112594169563,True,0.2283477811812054,0.14008570601877526
num_modal_verbs,0.029517433440650886,0.3942948828670343,0.13180342050075347,0.0001336630179991372,1.0,False,0.003608901485976705,True,0.029517433440650886,0.13180342050075347
temporal_density,0.09487842506541601,0.006074616731971411,0.11786135256770672,0.0006435488835690831,0.1761638852271709,False,0.01673227097279616,True,0.09487842506541601,0.11786135256770672
num_temporal_markers,0.11418685579527543,0.0009482085590470146,0.11427819976431786,0.0009392421462835806,0.03129088244855148,True,0.023481053657089516,True,0.11418685579527543,0.11427819976431786
has_stacktrace,0.10889223316652422,0.0016257264310286662,0.10889223316652423,0.0016257264310286707,0.05202324579291732,False,0.0390174343446881,True,0.10889223316652422,0.10889223316652423
num_steps_y,0.02769272690702048,0.42418970118215565,0.1059415604604164,0.0021740049774848598,1.0,False,0.05000211448215178,False,0.02769272690702048,0.1059415604604164
