feature,pearson_r,pearson_p,spearman_rho,spearman_p,pearson_p_corrected,pearson_p_significant,spearman_p_corrected,spearman_p_significant,abs_pearson,abs_spearman
num_browser_mentions,0.05584857896900909,0.10681791384390789,0.06006680928398788,0.08279770071111736,1.0,False,1.0,False,0.05584857896900909,0.06006680928398788
num_modal_verbs,-0.03288395134908573,0.34259014256292925,-0.050964417510090905,0.14117307159342038,1.0,False,1.0,False,0.03288395134908573,0.050964417510090905
modal_density,-0.0279411405921353,0.42004374289015367,-0.050764294496852304,0.1427433242199588,1.0,False,1.0,False,0.0279411405921353,0.050764294496852304
ambiguity,0.022959542425834326,0.5076246833789642,0.03521125340524798,0.3095016818844748,1.0,False,1.0,False,0.022959542425834326,0.03521125340524798
flesch_reading_ease,0.029216008164426092,0.39914356884248675,0.032305744180746596,0.3511486777172276,1.0,False,1.0,False,0.029216008164426092,0.032305744180746596
automated_readability_index,-0.023576847735974082,0.4962770386378474,-0.029336174573363464,0.39720630991629313,1.0,False,1.0,False,0.023576847735974082,0.029336174573363464
summary_chars,-0.0302893311763215,0.382041459005447,-0.028332481370686988,0.4135608061230134,1.0,False,1.0,False,0.0302893311763215,0.028332481370686988
num_steps_y,0.0037543126994067358,0.9137387952423168,0.026307585890771253,0.4477411550266296,1.0,False,1.0,False,0.0037543126994067358,0.026307585890771253
has_version_info,0.025057810510095486,0.4696132155121678,0.025057810510095486,0.4696132155121695,1.0,False,1.0,False,0.025057810510095486,0.025057810510095486
has_steps,-0.024562298526375155,0.4784455761778609,-0.02456229852637515,0.47844557617786043,1.0,False,1.0,False,0.024562298526375155,0.02456229852637515
num_negative_modals,-0.015918967268236786,0.6459897969845079,-0.024521711282188007,0.47917302521920646,1.0,False,1.0,False,0.015918967268236786,0.024521711282188007
num_causal_markers,0.000792105536814787,0.9817661855009355,0.02320526155036578,0.5030915121299853,1.0,False,1.0,False,0.000792105536814787,0.02320526155036578
stacktrace_depth,-0.014017760586705534,0.6858631478735951,-0.021283754216883017,0.5391020663339006,1.0,False,1.0,False,0.014017760586705534,0.021283754216883017
