feature,pearson_r,pearson_p,spearman_rho,spearman_p,pearson_p_corrected,pearson_p_significant,spearman_p_corrected,spearman_p_significant,abs_pearson,abs_spearman
summary_chars,0.3608025879209661,4.5025658676613084e-27,0.3774598590763004,1.1445350840992669e-29,1.8910776644177494e-25,True,4.921500861626847e-28,True,0.3608025879209661,0.3774598590763004
description_chars,0.2484193838739681,3.286238415587101e-13,0.3540603165550257,4.581830892351491e-26,1.1830458296113564e-11,True,1.9243689747876264e-24,True,0.2484193838739681,0.3540603165550257
info_richness,0.38246926508838663,1.7709791246305037e-30,0.3502124062498638,1.6798792794045915e-25,7.615210235911166e-29,True,6.887505045558825e-24,True,0.38246926508838663,0.3502124062498638
has_version_info,0.34278497249761386,1.961129928564297e-24,0.34278497249761386,1.9611299285643456e-24,8.040632707113619e-23,True,7.844519714257383e-23,True,0.34278497249761386,0.34278497249761386
n_tokens,0.23227514844560845,1.0831375575877802e-11,0.3411999886986024,3.2851089333935246e-24,3.5743539400396744e-10,True,1.2811924840234746e-22,True,0.23227514844560845,0.3411999886986024
n_words,0.18669814609942498,5.489802071238751e-08,0.3334918105030141,3.870873264453153e-23,1.6469406213716253e-06,True,1.470931840492198e-21,True,0.18669814609942498,0.3334918105030141
n_sentences,0.1205924322905624,0.00047903266596922817,0.33348396705214195,3.880463809670393e-23,0.009101620653415335,True,1.470931840492198e-21,True,0.1205924322905624,0.33348396705214195
context_richness,0.29022334833027386,1.1412850552685341e-17,0.30847414841573834,7.250140056639314e-20,4.33688321002043e-16,True,2.6100504203901527e-18,True,0.29022334833027386,0.30847414841573834
num_causal_markers,0.13288245936076054,0.00011756020635163486,0.3068197256095925,1.164144911251917e-19,0.0028214449524392366,True,4.0745071893817095e-18,True,0.13288245936076054,0.3068197256095925
causal_density,0.20800729626632636,1.293974653593893e-09,0.2972762802168037,1.6863037588515231e-18,4.0113214261410685e-08,True,5.733432780095179e-17,True,0.20800729626632636,0.2972762802168037
num_versions,0.1321789652626268,0.000127836801090689,0.295089697617055,3.0681746444131896e-18,0.002940246425085847,True,1.0124976326563525e-16,True,0.1321789652626268,0.295089697617055
flesch_reading_ease,0.1491054495492071,1.5159505844992125e-05,0.2904697143403947,1.0685020167466393e-17,0.00040930665781478736,True,3.419206453589246e-16,True,0.1491054495492071,0.2904697143403947
structural_completeness,0.23903631716604568,2.5846724736923175e-12,0.26386123614111545,9.118562075118712e-15,8.78788641055388e-11,True,2.8267542432868007e-13,True,0.23903631716604568,0.26386123614111545
has_stacktrace,0.23116951312386919,1.3633768539262475e-11,0.23116951312386924,1.363376853926069e-11,4.362805932563992e-10,True,4.090130561778207e-10,True,0.23116951312386919,0.23116951312386924
num_steps_y,0.11717303603274185,0.0006925911825349362,0.22909202693184333,2.094144243467158e-11,0.012466641285628851,True,6.073018306054758e-10,True,0.11717303603274185,0.22909202693184333
gunning_fog,0.3067946421503815,1.172506011437904e-19,0.2218096239980781,9.124569899193861e-11,4.572773444607826e-18,True,2.554879571774281e-09,True,0.3067946421503815,0.2218096239980781
automated_readability_index,0.26225319207137565,1.3393780016510617e-14,0.2202649590276723,1.2387280222238222e-10,4.955698606108929e-13,True,3.34456566000432e-09,True,0.26225319207137565,0.2202649590276723
coleman_liau_index,0.2436776021928309,9.41984517047709e-13,0.21958252322437583,1.416832677236083e-10,3.2969458096669814e-11,True,3.6837649608138157e-09,True,0.2436776021928309,0.21958252322437583
num_exception_types,0.17692782414082459,2.66725506347151e-07,0.20487940506131996,2.302409578529257e-09,7.735039684067379e-06,True,5.756023946323143e-08,True,0.17692782414082459,0.20487940506131996
smog_index,0.3373884917302522,1.1221311759259088e-23,0.2038770829749511,2.7640376261885183e-09,4.488524703703635e-22,True,6.633690302852444e-08,True,0.3373884917302522,0.2038770829749511
num_temporal_markers,0.15793505744160166,4.524194809990605e-06,0.1722038534942672,5.555721717115055e-07,0.00012667745467973693,True,1.2778159949364628e-05,True,0.15793505744160166,0.1722038534942672
temporal_density,0.12975100258240257,0.00017017198668419094,0.17140469468060945,6.277734557151459e-07,0.0037437837070522007,True,1.3811016025733209e-05,True,0.12975100258240257,0.17140469468060945
modal_density,0.018557268558704668,0.5923176792989675,0.16261326391808373,2.3197302884673116e-06,1.0,False,4.871433605781354e-05,True,0.018557268558704668,0.16261326391808373
num_modal_verbs,0.051442623785948126,0.1374745508154261,0.16194550363750257,2.5547728154648574e-06,1.0,False,5.109545630929715e-05,True,0.051442623785948126,0.16194550363750257
num_os_mentions,0.1467896546983097,2.0587605670002553e-05,0.14123088668090789,4.212757430085894e-05,0.0005352777474200664,True,0.0008004239117163199,True,0.1467896546983097,0.14123088668090789
has_os_info,0.1402311612040733,4.778410768828534e-05,0.14023116120407328,4.778410768828542e-05,0.0011946026922071335,True,0.0008601139383891376,True,0.1402311612040733,0.14023116120407328
ambiguity,0.09488588505469676,0.006070608099981266,0.13553584484328063,8.538191912458275e-05,0.09712972959970026,False,0.0014514926251179066,True,0.09488588505469676,0.13553584484328063
has_code,0.12611713321507229,0.00025872549435672956,0.12611713321507229,0.0002587254943567345,0.005433235381491321,True,0.004139607909707752,True,0.12611713321507229,0.12611713321507229
has_steps,0.12276601393721648,0.00037706674255659364,0.12276601393721648,0.0003770667425565931,0.007541334851131873,True,0.0056560011383488965,True,0.12276601393721648,0.12276601393721648
stacktrace_depth,0.0914123852311194,0.008215942475233814,0.11418560211495747,0.0009483321702854402,0.1150231946532734,False,0.013276650383996164,True,0.0914123852311194,0.11418560211495747
num_caused_by,0.10354706373432737,0.002738088214828938,0.11088974652678572,0.0013300612483992049,0.04654749965209195,True,0.017290796229189664,True,0.10354706373432737,0.11088974652678572
has_enumeration,0.07446010988215637,0.03144538737018791,0.07446010988215639,0.031445387370188094,0.4087900358124429,False,0.3773446484422571,False,0.07446010988215637,0.07446010988215639
num_negative_modals,0.016719859219721748,0.6294840807643346,0.06886890597661859,0.04665239177480604,1.0,False,0.5131763095228664,False,0.016719859219721748,0.06886890597661859
clarity_score,-0.09278950863479092,0.007295335263619443,-0.06574322573744204,0.05757116078124063,0.10943002895429164,False,0.5757116078124063,False,0.09278950863479092,0.06574322573744204
num_browser_mentions,0.0629048430513923,0.0692480611768537,0.0565102139087682,0.10272210108282784,0.8309767341222444,False,0.9244989097454506,False,0.0629048430513923,0.0565102139087682
num_env_mentions,0.050627925523433405,0.14382097742616018,0.04658663386675779,0.17865815633697846,1.0,False,1.0,False,0.050627925523433405,0.04658663386675779
redundancy,0.025957794774118473,0.45380385500495524,-0.0360978453076748,0.2974703136755197,1.0,False,1.0,False,0.025957794774118473,0.0360978453076748
potential_vague_steps,-0.03229952345054638,0.35124148532281596,-0.03229952345054638,0.35124148532281485,1.0,False,1.0,False,0.03229952345054638,0.03229952345054638
steps_with_objects,0.01633837173314699,0.6373238489537497,0.016338371733147016,0.637323848953749,1.0,False,1.0,False,0.01633837173314699,0.016338371733147016
completeness_score,0.01633837173314699,0.6373238489537497,0.016338371733147016,0.637323848953749,1.0,False,1.0,False,0.01633837173314699,0.016338371733147016
has_patch,0.013338806063720829,0.700324291525453,0.01333880606372084,0.7003242915254496,1.0,False,1.0,False,0.013338806063720829,0.01333880606372084
avg_step_length,-0.012381364207131908,0.7209015365675033,-0.006519780393285142,0.8507843579163018,1.0,False,1.0,False,0.012381364207131908,0.006519780393285142
num_steps_x,-0.006494793704746815,0.8513495546781705,-0.006494793704746781,0.8513495546781713,1.0,False,1.0,False,0.006494793704746815,0.006494793704746781
