tool,feature,corr,pval,n,analysis,pval_adj,reject,practically_significant
FlexFL,summary_chars,-0.20730202448316193,4.5292977328322335e-07,582,rank_quality_among_found,8.786837601694533e-05,True,True
FlexFL,description_chars,-0.08042066915682379,0.05248999104330332,582,rank_quality_among_found,1.0,False,False
FlexFL,n_tokens,-0.1021632525396262,0.01367032967313679,582,rank_quality_among_found,1.0,False,False
FlexFL,n_words,-0.11873282815044381,0.004125725067533742,582,rank_quality_among_found,0.6724931860079999,False,False
FlexFL,n_sentences,-0.049195772660257604,0.23601818888302645,582,rank_quality_among_found,1.0,False,False
FlexFL,flesch_reading_ease,-0.17791413386283497,1.717886063744058e-05,577,rank_quality_among_found,0.0031437314966516264,True,False
FlexFL,smog_index,-0.013354987000156601,0.7488800865589228,577,rank_quality_among_found,1.0,False,False
FlexFL,gunning_fog,0.009242487385878757,0.8246755331597986,577,rank_quality_among_found,1.0,False,False
FlexFL,coleman_liau_index,0.1929329613201077,3.037190995388009e-06,577,rank_quality_among_found,0.0005709919071329457,True,False
FlexFL,automated_readability_index,0.21649112989981958,1.5092965541897996e-07,577,rank_quality_among_found,2.958221246212007e-05,True,True
FlexFL,has_stacktrace,0.010860881766925762,0.7937380523606422,582,rank_quality_among_found,1.0,False,False
FlexFL,has_code,-0.10710474804904364,0.009716627035083759,582,rank_quality_among_found,1.0,False,False
FlexFL,has_patch,-0.0679137257870214,0.10167971021657046,582,rank_quality_among_found,1.0,False,False
FlexFL,has_enumeration,-0.035689531886678214,0.3901082012702478,582,rank_quality_among_found,1.0,False,False
FlexFL,num_causal_markers,-0.12241442777833261,0.0030965079648251326,582,rank_quality_among_found,0.514020322160972,False,False
FlexFL,num_temporal_markers,-0.03196159121757631,0.4415360373789923,582,rank_quality_among_found,1.0,False,False
FlexFL,causal_density,-0.10856567111797019,0.008761249418180513,582,rank_quality_among_found,1.0,False,False
FlexFL,temporal_density,-0.03672422629979918,0.3765053171266015,582,rank_quality_among_found,1.0,False,False
FlexFL,num_os_mentions,-0.02832073851829887,0.4953043604315306,582,rank_quality_among_found,1.0,False,False
FlexFL,num_browser_mentions,0.024970053650765028,0.5477113682832803,582,rank_quality_among_found,1.0,False,False
FlexFL,num_env_mentions,0.040561309975581036,0.32865492466241775,582,rank_quality_among_found,1.0,False,False
FlexFL,num_versions,-0.17616664385184447,1.917393804781104e-05,582,rank_quality_among_found,0.003451308848605987,True,False
FlexFL,has_os_info,-0.03029189471495922,0.46577020493664756,582,rank_quality_among_found,1.0,False,False
FlexFL,has_version_info,-0.18508083343306272,6.979878129222561e-06,582,rank_quality_among_found,0.0012982573320353963,True,False
FlexFL,num_exception_types,0.032136789607894435,0.4390356241939487,582,rank_quality_among_found,1.0,False,False
FlexFL,stacktrace_depth,0.018501844237554334,0.6560093806912702,582,rank_quality_among_found,1.0,False,False
FlexFL,num_caused_by,0.09808075916409079,0.017943185731557162,582,rank_quality_among_found,1.0,False,False
FlexFL,num_modal_verbs,0.06240884260465453,0.13262709459804778,582,rank_quality_among_found,1.0,False,False
FlexFL,num_negative_modals,-0.05917939366642007,0.1539075406580094,582,rank_quality_among_found,1.0,False,False
FlexFL,modal_density,0.07352192338593219,0.07634834204583066,582,rank_quality_among_found,1.0,False,False
FlexFL,redundancy,0.029456568966650637,0.4781654268935607,582,rank_quality_among_found,1.0,False,False
FlexFL,ambiguity,-0.08710242078608897,0.03565904385076475,582,rank_quality_among_found,1.0,False,False
FlexFL,actionability,-0.20154006294778892,9.485423674627317e-07,582,rank_quality_among_found,0.00018117159218538175,True,True
FlexFL,clarity,-0.17180721163663687,3.087626544309616e-05,582,rank_quality_among_found,0.005526851514314213,True,False
FlexFL,specificity,-0.18709546170014998,5.517061521236435e-06,582,rank_quality_among_found,0.0010316905044712133,True,False
FlexFL,expected_observed_alignment,-0.20881903459172316,3.7151498279565367e-07,582,rank_quality_among_found,7.244542164515247e-05,True,True
FlexFL,technical_depth,-0.1766070299492748,1.8261171118904227e-05,582,rank_quality_among_found,0.003305271972521665,True,False
FlexFL,hidden_s2r_present,0.12336784846102075,0.0028711513330871765,582,rank_quality_among_found,0.4794822726255585,False,False
FlexFL,causal_reasoning_quality,-0.20553014259459976,5.698121833561607e-07,582,rank_quality_among_found,0.00010997375138773901,True,True
FlexFL,contradiction_present,-0.02842998451133249,0.4936418095628191,582,rank_quality_among_found,1.0,False,False
FlexFL,repair_difficulty,0.2244616441292952,4.4144238082244634e-08,582,rank_quality_among_found,8.740559140284438e-06,True,True
FlexFL,description_length,-0.2005303873722832,1.0773682668496843e-06,582,rank_quality_among_found,0.00020362260243459034,True,True
FlexFL,confidence,-0.20384118538176485,7.078716650259222e-07,582,rank_quality_among_found,0.00013591135968497707,True,True
FlexFL,fine_grained_confidence,-0.22649737387011828,4.457436028770651e-08,571,rank_quality_among_found,8.781148976678181e-06,True,True
FlexFL,has_OB,-0.09721298000515104,0.018988948228063872,582,rank_quality_among_found,1.0,False,False
FlexFL,has_EB,0.0034423628958039154,0.9339568200944282,582,rank_quality_among_found,1.0,False,False
FlexFL,missing_OB,0.09721298000515104,0.018988948228063872,582,rank_quality_among_found,1.0,False,False
FlexFL,missing_EB,-0.0034423628958039154,0.9339568200944282,582,rank_quality_among_found,1.0,False,False
FlexFL,num_OB,-0.010337713914702935,0.8034656115608785,582,rank_quality_among_found,1.0,False,False
FlexFL,num_EB,0.0016639351701820684,0.9680487802062201,582,rank_quality_among_found,1.0,False,False
boostnsift,summary_chars,-0.1917166908414096,9.555326575223642e-05,409,rank_quality_among_found,0.016912928038145845,True,False
boostnsift,description_chars,0.03351414980685965,0.4991058856142846,409,rank_quality_among_found,1.0,False,False
boostnsift,n_tokens,0.040080560976909464,0.41884696536979704,409,rank_quality_among_found,1.0,False,False
boostnsift,n_words,0.017419809701107285,0.7254065839631878,409,rank_quality_among_found,1.0,False,False
boostnsift,n_sentences,0.04754103188699536,0.33752969942521593,409,rank_quality_among_found,1.0,False,False
boostnsift,flesch_reading_ease,-0.17992220977723816,0.00025473152621713807,409,rank_quality_among_found,0.04406855403556489,True,False
boostnsift,smog_index,0.004962047384456171,0.9203088500317602,409,rank_quality_among_found,1.0,False,False
boostnsift,gunning_fog,-0.011734429165897071,0.8129702392290924,409,rank_quality_among_found,1.0,False,False
boostnsift,coleman_liau_index,0.18686149295821958,0.00014411022631306296,409,rank_quality_among_found,0.02521928960478602,True,False
boostnsift,automated_readability_index,0.17729326761485104,0.00031439004823499304,409,rank_quality_among_found,0.05386902558582271,False,False
boostnsift,has_stacktrace,-0.009030530006721368,0.8555231384802268,409,rank_quality_among_found,1.0,False,False
boostnsift,has_code,-0.014521321512197025,0.7696810014838258,409,rank_quality_among_found,1.0,False,False
boostnsift,has_patch,0.0476655093221832,0.33626482863045626,409,rank_quality_among_found,1.0,False,False
boostnsift,has_enumeration,-0.014033199638953312,0.7772157487712831,409,rank_quality_among_found,1.0,False,False
boostnsift,num_causal_markers,-0.08167649269259064,0.09904394487344836,409,rank_quality_among_found,1.0,False,False
boostnsift,num_temporal_markers,-0.03172215983845462,0.5223425962935238,409,rank_quality_among_found,1.0,False,False
boostnsift,causal_density,-0.13133314329127005,0.00782688356620525,409,rank_quality_among_found,1.0,False,False
boostnsift,temporal_density,-0.045499267697948445,0.3587105241578469,409,rank_quality_among_found,1.0,False,False
boostnsift,num_os_mentions,-0.0858331988873874,0.08296118009166747,409,rank_quality_among_found,1.0,False,False
boostnsift,num_browser_mentions,0.009261787401815892,0.851865433446656,409,rank_quality_among_found,1.0,False,False
boostnsift,num_env_mentions,0.03934170989978943,0.42748132361783353,409,rank_quality_among_found,1.0,False,False
boostnsift,num_versions,-0.02991014635350752,0.5463896603501239,409,rank_quality_among_found,1.0,False,False
boostnsift,has_os_info,-0.08847644143442249,0.07388003033678156,409,rank_quality_among_found,1.0,False,False
boostnsift,has_version_info,-0.052459828666526175,0.28986570215323554,409,rank_quality_among_found,1.0,False,False
boostnsift,num_exception_types,0.024567027739758385,0.6203237427363933,409,rank_quality_among_found,1.0,False,False
boostnsift,stacktrace_depth,0.07754087546939055,0.1174128106118744,409,rank_quality_among_found,1.0,False,False
boostnsift,num_caused_by,0.0338965307152315,0.4942193639384421,409,rank_quality_among_found,1.0,False,False
boostnsift,num_modal_verbs,-0.03522159601586154,0.47748521919110987,409,rank_quality_among_found,1.0,False,False
boostnsift,num_negative_modals,0.005077431190437418,0.9184621377959126,409,rank_quality_among_found,1.0,False,False
boostnsift,modal_density,-0.055091639098472436,0.2663128032310564,409,rank_quality_among_found,1.0,False,False
boostnsift,redundancy,0.05582468988837406,0.2599929716253633,409,rank_quality_among_found,1.0,False,False
boostnsift,ambiguity,0.06374919486105371,0.19822994733683896,409,rank_quality_among_found,1.0,False,False
boostnsift,actionability,-0.11072643954242856,0.0251337981239393,409,rank_quality_among_found,1.0,False,False
boostnsift,clarity,-0.08813156928308402,0.07501683563090591,409,rank_quality_among_found,1.0,False,False
boostnsift,specificity,-0.06110737943461724,0.21750462487348973,409,rank_quality_among_found,1.0,False,False
boostnsift,expected_observed_alignment,-0.10869713881500126,0.027945393733357218,409,rank_quality_among_found,1.0,False,False
boostnsift,technical_depth,-0.05453766771602326,0.2711580737742709,409,rank_quality_among_found,1.0,False,False
boostnsift,hidden_s2r_present,0.032902295568588424,0.5069777810883234,409,rank_quality_among_found,1.0,False,False
boostnsift,causal_reasoning_quality,-0.13735660241543282,0.005393125974317596,409,rank_quality_among_found,0.8736864078394505,False,False
boostnsift,contradiction_present,0.07694183441223927,0.1202813559838246,409,rank_quality_among_found,1.0,False,False
boostnsift,repair_difficulty,0.19006921235504406,0.00010997517693893414,409,rank_quality_among_found,0.01935563114125241,True,False
boostnsift,description_length,-0.025368253035982998,0.6089636640639637,409,rank_quality_among_found,1.0,False,False
boostnsift,confidence,-0.12981095157756017,0.008579790738273842,409,rank_quality_among_found,1.0,False,False
boostnsift,fine_grained_confidence,-0.13005000164422933,0.008870736481256438,404,rank_quality_among_found,1.0,False,False
boostnsift,has_OB,-0.12275149948446756,0.012980663324156807,409,rank_quality_among_found,1.0,False,False
boostnsift,has_EB,-0.008495823682508096,0.863992096413873,409,rank_quality_among_found,1.0,False,False
boostnsift,missing_OB,0.12275149948446756,0.012980663324156807,409,rank_quality_among_found,1.0,False,False
boostnsift,missing_EB,0.008495823682508096,0.863992096413873,409,rank_quality_among_found,1.0,False,False
boostnsift,num_OB,0.019914016493907716,0.6880201717454644,409,rank_quality_among_found,1.0,False,False
