tool,feature,corr,pval,n,missingness_pct,pval_adj,reject,practically_significant
FlexFL,summary_chars,0.21494830522614233,2.2748944013426196e-08,663,0.0,3.5260863220810604e-06,True,True
FlexFL,description_chars,0.013999935903488067,0.7189826714791565,663,0.0,1.0,False,False
FlexFL,n_tokens,0.02660351662360832,0.4940782972864711,663,0.0,1.0,False,False
FlexFL,n_words,0.04712723400946186,0.2255687894856908,663,0.0,1.0,False,False
FlexFL,n_sentences,-0.014722646380954375,0.7051368556916827,663,0.0,1.0,False,False
FlexFL,flesch_reading_ease,0.16445774837241117,2.24050826858028e-05,658,0.007541478129713397,0.003159116658698195,True,False
FlexFL,smog_index,0.022628488547899322,0.5623021313880259,658,0.007541478129713397,1.0,False,False
FlexFL,gunning_fog,0.026343683560842032,0.49993787386791966,658,0.007541478129713397,1.0,False,False
FlexFL,coleman_liau_index,-0.17896570911856294,3.849319789543152e-06,658,0.007541478129713397,0.0005504527299046707,True,False
FlexFL,automated_readability_index,-0.19183121588333832,7.139950179901837e-07,658,0.007541478129713397,0.00010638525768053738,True,False
FlexFL,has_stacktrace,-0.06899834981297322,0.0758339215116696,663,0.0,1.0,False,False
FlexFL,has_code,0.09199474379926392,0.017821352419086795,663,0.0,1.0,False,False
FlexFL,has_patch,0.04353039434316269,0.26302482133390315,663,0.0,1.0,False,False
FlexFL,has_enumeration,0.03165878986042241,0.41573593806575204,663,0.0,1.0,False,False
FlexFL,num_causal_markers,0.09774701430033765,0.011797301533031261,663,0.0,1.0,False,False
FlexFL,num_temporal_markers,0.005680893100254781,0.8839203961674176,663,0.0,1.0,False,False
FlexFL,causal_density,0.1283396766229847,0.000926112631639551,663,0.0,0.11946852948150208,False,False
FlexFL,temporal_density,0.01492888330365351,0.7012033009043088,663,0.0,1.0,False,False
FlexFL,num_os_mentions,-6.90254460981292e-05,0.9985845793430776,663,0.0,1.0,False,False
FlexFL,num_browser_mentions,-0.035109097189539154,0.36674404734975696,663,0.0,1.0,False,False
FlexFL,num_env_mentions,0.0008870486961144296,0.9818119363734492,663,0.0,1.0,False,False
FlexFL,num_versions,0.19555550912639993,3.877150714291558e-07,663,0.0,5.854497578580253e-05,True,False
FlexFL,has_os_info,-0.00022401927627158636,0.9954063327756855,663,0.0,1.0,False,False
FlexFL,has_version_info,0.1788980713385038,3.5666257067714036e-06,663,0.0,0.0005135941017750821,True,False
FlexFL,num_exception_types,-0.02483231238335321,0.5232824595718485,663,0.0,1.0,False,False
FlexFL,stacktrace_depth,-0.004205036092981492,0.9139395791037939,663,0.0,1.0,False,False
FlexFL,num_caused_by,-0.0792290348898393,0.0414092597604516,663,0.0,1.0,False,False
FlexFL,num_modal_verbs,-0.0680677611020311,0.079879339942007,663,0.0,1.0,False,False
FlexFL,num_negative_modals,-0.011102510413441286,0.7753794469953853,663,0.0,1.0,False,False
FlexFL,modal_density,-0.06752677958903079,0.08231039492752949,663,0.0,1.0,False,False
FlexFL,redundancy,-0.037695009101446686,0.33248848826836697,663,0.0,1.0,False,False
FlexFL,ambiguity,-0.005519508719360351,0.8871956858837755,663,0.0,1.0,False,False
FlexFL,actionability,0.1805894729192939,2.872755515306285e-06,663,0.0,0.0004165495497194113,True,False
FlexFL,clarity,0.14759886332214003,0.00013660825513202865,663,0.0,0.01830550618769184,True,False
FlexFL,specificity,0.16273724197999634,2.548305838868654e-05,663,0.0,0.0035421451160274294,True,False
FlexFL,expected_observed_alignment,0.19783393679042824,2.818298818043354e-07,663,0.0,4.283814203425898e-05,True,False
FlexFL,technical_depth,0.1483346111095945,0.00012635563513567269,663,0.0,0.017058010743315814,True,False
FlexFL,hidden_s2r_present,-0.10528490839598398,0.006659910894914555,663,0.0,0.805849218284661,False,False
FlexFL,causal_reasoning_quality,0.18312359661220237,2.0695978006828146e-06,663,0.0,0.00030216127889969095,True,False
FlexFL,contradiction_present,0.031146356699183322,0.4233274626448227,663,0.0,1.0,False,False
FlexFL,repair_difficulty,-0.2035007415272683,1.2542146234578784e-07,663,0.0,1.918948373890554e-05,True,True
